mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	diminuendo_line	crescendo_line	crescendo_hairpin	decrescendo_hairpin
398	398	2384/3	2384/3	0.3333333333333333	1/6	1/6	Chord	2/4	1	1	1/12			1/8	2/3	3218													
398	398	795	795	0.3333333333333333	1/4	1/4	Chord	2/4	1	1	1/12			1/8	2/3	3219													
398	398	2386/3	2386/3	0.3333333333333333	1/3	1/3	Chord	2/4	1	1	1/12			1/8	2/3	3220													
398	398	2387/3	2387/3	0.3333333333333333	5/12	5/12	Chord	2/4	1	1	1/12			1/8	2/3	3221													
398	398	794	794	0.3333333333333333	0	0	Chord	2/4	2	1	1/12			1/8	2/3	3222													
398	398	2383/3	2383/3	0.3333333333333333	1/12	1/12	Chord	2/4	2	1	1/12			1/8	2/3	3223													
398	398	2384/3	2384/3	0.3333333333333333	1/6	1/6	Chord	2/4	2	1	1/12			1/8	2/3	3224													
398	398	795	795	0.3333333333333333	1/4	1/4	Chord	2/4	2	1	1/12			1/8	2/3	3225													
398	398	2386/3	2386/3	0.3333333333333333	1/3	1/3	Chord	2/4	2	1	1/12			1/8	2/3	3226													
398	398	2387/3	2387/3	0.3333333333333333	5/12	5/12	Chord	2/4	2	1	1/12			1/8	2/3	3227													
398	398	794	794	0.3333333333333333	0	0	Chord	2/4	3	1	1/12			1/8	2/3	3228													
398	398	2383/3	2383/3	0.3333333333333333	1/12	1/12	Chord	2/4	3	1	1/12			1/8	2/3	3229													
398	398	2384/3	2384/3	0.3333333333333333	1/6	1/6	Chord	2/4	3	1	1/12			1/8	2/3	3230													
398	398	795	795	0.3333333333333333	1/4	1/4	Chord	2/4	3	1	1/12			1/8	2/3	3231													
398	398	2386/3	2386/3	0.3333333333333333	1/3	1/3	Chord	2/4	3	1	1/12			1/8	2/3	3232													
398	398	2387/3	2387/3	0.3333333333333333	5/12	5/12	Chord	2/4	3	1	1/12			1/8	2/3	3233													
398	398	794	794	0.3333333333333333	0	0	Chord	2/4	4	1	1/12			1/8	2/3	3234													
398	398	2383/3	2383/3	0.3333333333333333	1/12	1/12	Chord	2/4	4	1	1/12			1/8	2/3	3235													
398	398	2384/3	2384/3	0.3333333333333333	1/6	1/6	Chord	2/4	4	1	1/12			1/8	2/3	3236													
398	398	795	795	0.3333333333333333	1/4	1/4	Chord	2/4	4	1	1/12			1/8	2/3	3237													
398	398	2386/3	2386/3	0.3333333333333333	1/3	1/3	Chord	2/4	4	1	1/12			1/8	2/3	3238													
398	398	2387/3	2387/3	0.3333333333333333	5/12	5/12	Chord	2/4	4	1	1/12			1/8	2/3	3239													
399	399	796	796	0.3333333333333333	0	0	Chord	2/4	1	1	1/12			1/8	2/3	3240													
399	399	2389/3	2389/3	0.3333333333333333	1/12	1/12	Chord	2/4	1	1	1/12			1/8	2/3	3241													
399	399	2390/3	2390/3	0.3333333333333333	1/6	1/6	Chord	2/4	1	1	1/12			1/8	2/3	3242													
399	399	797	797	0.3333333333333333	1/4	1/4	Chord	2/4	1	1	1/12			1/8	2/3	3243													
399	399	2392/3	2392/3	0.3333333333333333	1/3	1/3	Chord	2/4	1	1	1/12			1/8	2/3	3244													
399	399	2393/3	2393/3	0.3333333333333333	5/12	5/12	Chord	2/4	1	1	1/12			1/8	2/3	3245													
399	399	796	796	0.3333333333333333	0	0	Chord	2/4	2	1	1/12			1/8	2/3	3246													
399	399	2389/3	2389/3	0.3333333333333333	1/12	1/12	Chord	2/4	2	1	1/12			1/8	2/3	3247													
399	399	2390/3	2390/3	0.3333333333333333	1/6	1/6	Chord	2/4	2	1	1/12			1/8	2/3	3248													
399	399	797	797	0.3333333333333333	1/4	1/4	Chord	2/4	2	1	1/12			1/8	2/3	3249													
399	399	2392/3	2392/3	0.3333333333333333	1/3	1/3	Chord	2/4	2	1	1/12			1/8	2/3	3250													
399	399	2393/3	2393/3	0.3333333333333333	5/12	5/12	Chord	2/4	2	1	1/12			1/8	2/3	3251													
399	399	796	796	0.3333333333333333	0	0	Chord	2/4	3	1	1/12			1/8	2/3	3252													
399	399	2389/3	2389/3	0.3333333333333333	1/12	1/12	Chord	2/4	3	1	1/12			1/8	2/3	3253													
399	399	2390/3	2390/3	0.3333333333333333	1/6	1/6	Chord	2/4	3	1	1/12			1/8	2/3	3254													
399	399	797	797	0.3333333333333333	1/4	1/4	Chord	2/4	3	1	1/12			1/8	2/3	3255													
399	399	2392/3	2392/3	0.3333333333333333	1/3	1/3	Chord	2/4	3	1	1/12			1/8	2/3	3256													
399	399	2393/3	2393/3	0.3333333333333333	5/12	5/12	Chord	2/4	3	1	1/12			1/8	2/3	3257													
399	399	796	796	0.3333333333333333	0	0	Chord	2/4	4	1	1/12			1/8	2/3	3258													
399	399	2389/3	2389/3	0.3333333333333333	1/12	1/12	Chord	2/4	4	1	1/12			1/8	2/3	3259													
399	399	2390/3	2390/3	0.3333333333333333	1/6	1/6	Chord	2/4	4	1	1/12			1/8	2/3	3260													
399	399	797	797	0.3333333333333333	1/4	1/4	Chord	2/4	4	1	1/12			1/8	2/3	3261													
399	399	2392/3	2392/3	0.3333333333333333	1/3	1/3	Chord	2/4	4	1	1/12			1/8	2/3	3262													
399	399	2393/3	2393/3	0.3333333333333333	5/12	5/12	Chord	2/4	4	1	1/12			1/8	2/3	3263													
400	400	798	798	0.0	0	0	Dynamic	2/4	1	1	0						sf												
400	400	798	798	2.0	0	0	Chord	2/4	1	1	1/2			1/2	1	3264													
400	400	798	798	0.0	0	0	Dynamic	2/4	2	1	0						sf												
400	400	798	798	2.0	0	0	Chord	2/4	2	1	1/2			1/2	1	3265													
400	400	798	798	0.0	0	0	Dynamic	2/4	3	1	0						sf												
400	400	798	798	2.0	0	0	Chord	2/4	3	1	1/2			1/2	1	3266													
400	400	798	798	0.0	0	0	Dynamic	2/4	4	1	0						sf												
400	400	798	798	2.0	0	0	Chord	2/4	4	1	1/2			1/2	1	3267													
401	401	800	800	0.3333333333333333	0	0	Chord	2/4	1	1	1/12			1/8	2/3	3268													
401	401	2401/3	2401/3	0.3333333333333333	1/12	1/12	Chord	2/4	1	1	1/12			1/8	2/3	3269													
401	401	2402/3	2402/3	0.3333333333333333	1/6	1/6	Chord	2/4	1	1	1/12			1/8	2/3	3270													
401	401	801	801	0.3333333333333333	1/4	1/4	Chord	2/4	1	1	1/12			1/8	2/3	3271													
401	401	2404/3	2404/3	0.3333333333333333	1/3	1/3	Chord	2/4	1	1	1/12			1/8	2/3	3272													
401	401	2405/3	2405/3	0.3333333333333333	5/12	5/12	Chord	2/4	1	1	1/12			1/8	2/3	3273													
401	401	800	800	0.3333333333333333	0	0	Chord	2/4	2	1	1/12			1/8	2/3	3274													
401	401	2401/3	2401/3	0.3333333333333333	1/12	1/12	Chord	2/4	2	1	1/12			1/8	2/3	3275													
401	401	2402/3	2402/3	0.3333333333333333	1/6	1/6	Chord	2/4	2	1	1/12			1/8	2/3	3276													
401	401	801	801	0.3333333333333333	1/4	1/4	Chord	2/4	2	1	1/12			1/8	2/3	3277													
401	401	2404/3	2404/3	0.3333333333333333	1/3	1/3	Chord	2/4	2	1	1/12			1/8	2/3	3278													
401	401	2405/3	2405/3	0.3333333333333333	5/12	5/12	Chord	2/4	2	1	1/12			1/8	2/3	3279													
401	401	800	800	0.3333333333333333	0	0	Chord	2/4	3	1	1/12			1/8	2/3	3280													
401	401	2401/3	2401/3	0.3333333333333333	1/12	1/12	Chord	2/4	3	1	1/12			1/8	2/3	3281													
401	401	2402/3	2402/3	0.3333333333333333	1/6	1/6	Chord	2/4	3	1	1/12			1/8	2/3	3282													
401	401	801	801	0.3333333333333333	1/4	1/4	Chord	2/4	3	1	1/12			1/8	2/3	3283													
401	401	2404/3	2404/3	0.3333333333333333	1/3	1/3	Chord	2/4	3	1	1/12			1/8	2/3	3284													
401	401	2405/3	2405/3	0.3333333333333333	5/12	5/12	Chord	2/4	3	1	1/12			1/8	2/3	3285													
401	401	800	800	0.3333333333333333	0	0	Chord	2/4	4	1	1/12			1/8	2/3	3286													
401	401	2401/3	2401/3	0.3333333333333333	1/12	1/12	Chord	2/4	4	1	1/12			1/8	2/3	3287													
401	401	2402/3	2402/3	0.3333333333333333	1/6	1/6	Chord	2/4	4	1	1/12			1/8	2/3	3288													
401	401	801	801	0.3333333333333333	1/4	1/4	Chord	2/4	4	1	1/12			1/8	2/3	3289													
401	401	2404/3	2404/3	0.3333333333333333	1/3	1/3	Chord	2/4	4	1	1/12			1/8	2/3	3290													
401	401	2405/3	2405/3	0.3333333333333333	5/12	5/12	Chord	2/4	4	1	1/12			1/8	2/3	3291													
402	402	802	802	0.0	0	0	Dynamic	2/4	1	1	0						sf												
402	402	802	802	2.0	0	0	Chord	2/4	1	1	1/2			1/2	1	3292													
402	402	802	802	0.0	0	0	Dynamic	2/4	2	1	0						sf												
402	402	802	802	2.0	0	0	Chord	2/4	2	1	1/2			1/2	1	3293													
402	402	802	802	0.0	0	0	Dynamic	2/4	3	1	0						sf												
402	402	802	802	2.0	0	0	Chord	2/4	3	1	1/2			1/2	1	3294													
402	402	802	802	0.0	0	0	Dynamic	2/4	4	1	0						sf												
402	402	802	802	2.0	0	0	Chord	2/4	4	1	1/2			1/2	1	3295													
403	403	804	804	0.3333333333333333	0	0	Chord	2/4	1	1	1/12			1/8	2/3	3296													
403	403	2413/3	2413/3	0.3333333333333333	1/12	1/12	Chord	2/4	1	1	1/12			1/8	2/3	3297													
403	403	2414/3	2414/3	0.3333333333333333	1/6	1/6	Chord	2/4	1	1	1/12			1/8	2/3	3298													
403	403	805	805	0.3333333333333333	1/4	1/4	Chord	2/4	1	1	1/12			1/8	2/3	3299													
403	403	2416/3	2416/3	0.3333333333333333	1/3	1/3	Chord	2/4	1	1	1/12			1/8	2/3	3300													
403	403	2417/3	2417/3	0.3333333333333333	5/12	5/12	Chord	2/4	1	1	1/12			1/8	2/3	3301													
403	403	804	804	0.3333333333333333	0	0	Chord	2/4	2	1	1/12			1/8	2/3	3302													
403	403	2413/3	2413/3	0.3333333333333333	1/12	1/12	Chord	2/4	2	1	1/12			1/8	2/3	3303													
403	403	2414/3	2414/3	0.3333333333333333	1/6	1/6	Chord	2/4	2	1	1/12			1/8	2/3	3304													
403	403	805	805	0.3333333333333333	1/4	1/4	Chord	2/4	2	1	1/12			1/8	2/3	3305													
403	403	2416/3	2416/3	0.3333333333333333	1/3	1/3	Chord	2/4	2	1	1/12			1/8	2/3	3306													
403	403	2417/3	2417/3	0.3333333333333333	5/12	5/12	Chord	2/4	2	1	1/12			1/8	2/3	3307													
403	403	804	804	0.3333333333333333	0	0	Chord	2/4	3	1	1/12			1/8	2/3	3308													
403	403	2413/3	2413/3	0.3333333333333333	1/12	1/12	Chord	2/4	3	1	1/12			1/8	2/3	3309													
403	403	2414/3	2414/3	0.3333333333333333	1/6	1/6	Chord	2/4	3	1	1/12			1/8	2/3	3310													
403	403	805	805	0.3333333333333333	1/4	1/4	Chord	2/4	3	1	1/12			1/8	2/3	3311													
403	403	2416/3	2416/3	0.3333333333333333	1/3	1/3	Chord	2/4	3	1	1/12			1/8	2/3	3312													
403	403	2417/3	2417/3	0.3333333333333333	5/12	5/12	Chord	2/4	3	1	1/12			1/8	2/3	3313													
403	403	804	804	0.3333333333333333	0	0	Chord	2/4	4	1	1/12			1/8	2/3	3314													
403	403	2413/3	2413/3	0.3333333333333333	1/12	1/12	Chord	2/4	4	1	1/12			1/8	2/3	3315													
403	403	2414/3	2414/3	0.3333333333333333	1/6	1/6	Chord	2/4	4	1	1/12			1/8	2/3	3316													
403	403	805	805	0.3333333333333333	1/4	1/4	Chord	2/4	4	1	1/12			1/8	2/3	3317													
403	403	2416/3	2416/3	0.3333333333333333	1/3	1/3	Chord	2/4	4	1	1/12			1/8	2/3	3318													
403	403	2417/3	2417/3	0.3333333333333333	5/12	5/12	Chord	2/4	4	1	1/12			1/8	2/3	3319													
404	404	806	806	0.0	0	0	Dynamic	2/4	1	1	0						sf												
404	404	806	806	2.0	0	0	Chord	2/4	1	1	1/2			1/2	1	3320													
404	404	806	806	0.0	0	0	Dynamic	2/4	2	1	0						sf												
404	404	806	806	2.0	0	0	Chord	2/4	2	1	1/2			1/2	1	3321													
404	404	806	806	0.0	0	0	Dynamic	2/4	3	1	0						sf												
404	404	806	806	2.0	0	0	Chord	2/4	3	1	1/2			1/2	1	3322													
404	404	806	806	0.0	0	0	Dynamic	2/4	4	1	0						sf												
404	404	806	806	2.0	0	0	Chord	2/4	4	1	1/2			1/2	1	3323													
405	405	808	808	0.0	0	0	Dynamic	2/4	1	1	0						sf												
405	405	808	808	2.0	0	0	Chord	2/4	1	1	1/2			1/2	1	3324													
405	405	808	808	0.0	0	0	Dynamic	2/4	2	1	0						sf												
405	405	808	808	2.0	0	0	Chord	2/4	2	1	1/2			1/2	1	3325													
405	405	808	808	0.0	0	0	Dynamic	2/4	3	1	0						sf												
405	405	808	808	2.0	0	0	Chord	2/4	3	1	1/2			1/2	1	3326													
405	405	808	808	0.0	0	0	Dynamic	2/4	4	1	0						sf												
405	405	808	808	2.0	0	0	Chord	2/4	4	1	1/2			1/2	1	3327													
406	406	810	810	0.0	0	0	Dynamic	2/4	1	1	0						other-dynamics												
406	406	810	810	2.0	0	0	Chord	2/4	1	1	1/2			1/2	1	3328													
406	406	810	810	0.0	0	0	Dynamic	2/4	2	1	0						other-dynamics												
406	406	810	810	2.0	0	0	Chord	2/4	2	1	1/2			1/2	1	3329													
406	406	810	810	0.0	0	0	Dynamic	2/4	3	1	0						other-dynamics												
406	406	810	810	2.0	0	0	Chord	2/4	3	1	1/2			1/2	1	3330													
406	406	810	810	0.0	0	0	Dynamic	2/4	4	1	0						other-dynamics												
406	406	810	810	2.0	0	0	Chord	2/4	4	1	1/2			1/2	1	3331													
407	407	812	812	2.0	0	0	Chord	2/4	1	1	1/2			1/2	1	3332													
407	407	812	812	2.0	0	0	Chord	2/4	2	1	1/2			1/2	1	3333													
407	407	812	812	2.0	0	0	Chord	2/4	3	1	1/2			1/2	1	3334													
407	407	812	812	2.0	0	0	Chord	2/4	4	1	1/2			1/2	1	3335													
408	408	814	814	2.0	0	0	Chord	2/4	1	1	1/2			1/2	1	3336													
408	408	814	814	2.0	0	0	Chord	2/4	2	1	1/2			1/2	1	3337													
408	408	814	814	2.0	0	0	Chord	2/4	3	1	1/2			1/2	1	3338													
408	408	814	814	2.0	0	0	Chord	2/4	4	1	1/2			1/2	1	3339													
409	409	816	816	2.0	0	0	Chord	2/4	1	1	1/2			1/2	1	3340													
409	409	816	816	2.0	0	0	Chord	2/4	2	1	1/2			1/2	1	3341													
409	409	816	816	2.0	0	0	Chord	2/4	3	1	1/2			1/2	1	3342													
409	409	816	816	2.0	0	0	Chord	2/4	4	1	1/2			1/2	1	3343													
410	410	818	818	2.0	0	0	Chord	2/4	1	1	1/2			1/2	1	3344													
410	410	818	818	2.0	0	0	Chord	2/4	2	1	1/2			1/2	1	3345													
410	410	818	818	2.0	0	0	Chord	2/4	3	1	1/2			1/2	1	3346													
410	410	818	818	2.0	0	0	Chord	2/4	4	1	1/2			1/2	1	3347													
411	411	820	820	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	3348													
411	411	821	821	1.0	1/4	1/4	Chord	2/4	1	1	1/4			1/4	1	3349													
411	411	820	820	2.0	0	0	Chord	2/4	2	1	1/2			1/2	1	3350													
411	411	820	820	2.0	0	0	Chord	2/4	3	1	1/2			1/2	1	3351													
411	411	820	820	2.0	0	0	Chord	2/4	4	1	1/2			1/2	1	3352													
412	412	822	822	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	3353													
412	412	823	823	1.0	1/4	1/4	Chord	2/4	1	1	1/4			1/4	1	3354													
412	412	822	822	2.0	0	0	Chord	2/4	2	1	1/2			1/2	1	3355													
412	412	822	822	2.0	0	0	Chord	2/4	3	1	1/2			1/2	1	3356													
412	412	822	822	2.0	0	0	Chord	2/4	4	1	1/2			1/2	1	3357													
413	413	824	824	2.0	0	0	Chord	2/4	1	1	1/2			1/2	1	3358													
413	413	824	824	2.0	0	0	Chord	2/4	2	1	1/2			1/2	1	3359													
413	413	824	824	2.0	0	0	Chord	2/4	3	1	1/2			1/2	1	3360													
413	413	824	824	2.0	0	0	Chord	2/4	4	1	1/2			1/2	1	3361													
414	414	826	826	2.0	0	0	Chord	2/4	1	1	1/2			1/2	1	3362													
414	414	826	826	2.0	0	0	Chord	2/4	2	1	1/2			1/2	1	3363													
414	414	826	826	2.0	0	0	Chord	2/4	3	1	1/2			1/2	1	3364													
414	414	826	826	2.0	0	0	Chord	2/4	4	1	1/2			1/2	1	3365													
415	415	828	828	0.6666666666666666	0	0	Chord	2/4	1	1	1/6			1/4	2/3	3366													
415	415	2486/3	2486/3	0.6666666666666666	1/6	1/6	Chord	2/4	1	1	1/6			1/4	2/3	3367													
415	415	2488/3	2488/3	0.6666666666666666	1/3	1/3	Chord	2/4	1	1	1/6			1/4	2/3	3368													
415	415	828	828	2.0	0	0	Chord	2/4	2	1	1/2			1/2	1	3369													
415	415	828	828	2.0	0	0	Chord	2/4	3	1	1/2			1/2	1	3370													
415	415	828	828	2.0	0	0	Chord	2/4	4	1	1/2			1/2	1	3371													
416	416	830	830	0.6666666666666666	0	0	Chord	2/4	1	1	1/6			1/4	2/3	3372													
416	416	2492/3	2492/3	0.6666666666666666	1/6	1/6	Chord	2/4	1	1	1/6			1/4	2/3	3373													
416	416	2494/3	2494/3	0.6666666666666666	1/3	1/3	Chord	2/4	1	1	1/6			1/4	2/3	3374													
416	416	830	830	2.0	0	0	Chord	2/4	2	1	1/2			1/2	1	3375													
416	416	830	830	2.0	0	0	Chord	2/4	3	1	1/2			1/2	1	3376													
416	416	830	830	2.0	0	0	Chord	2/4	4	1	1/2			1/2	1	3377													
417	417	832	832	0.6666666666666666	0	0	Chord	2/4	1	1	1/6			1/4	2/3	3378													
417	417	2498/3	2498/3	0.6666666666666666	1/6	1/6	Chord	2/4	1	1	1/6			1/4	2/3	3379													
417	417	2500/3	2500/3	0.6666666666666666	1/3	1/3	Chord	2/4	1	1	1/6			1/4	2/3	3380													
417	417	832	832	2.0	0	0	Chord	2/4	2	1	1/2			1/2	1	3381													
417	417	832	832	2.0	0	0	Chord	2/4	3	1	1/2			1/2	1	3382													
417	417	832	832	2.0	0	0	Chord	2/4	4	1	1/2			1/2	1	3383													
418	418	834	834	0.6666666666666666	0	0	Chord	2/4	1	1	1/6			1/4	2/3	3384													
418	418	2504/3	2504/3	0.6666666666666666	1/6	1/6	Chord	2/4	1	1	1/6			1/4	2/3	3385													
418	418	2506/3	2506/3	0.6666666666666666	1/3	1/3	Chord	2/4	1	1	1/6			1/4	2/3	3386													
418	418	834	834	2.0	0	0	Chord	2/4	2	1	1/2			1/2	1	3387													
418	418	834	834	2.0	0	0	Chord	2/4	3	1	1/2			1/2	1	3388													
418	418	834	834	2.0	0	0	Chord	2/4	4	1	1/2			1/2	1	3389													
419	419	836	836	0.6666666666666666	0	0	Chord	2/4	1	1	1/6			1/4	2/3	3390													
419	419	2510/3	2510/3	0.6666666666666666	1/6	1/6	Chord	2/4	1	1	1/6			1/4	2/3	3391													
419	419	2512/3	2512/3	0.6666666666666666	1/3	1/3	Chord	2/4	1	1	1/6			1/4	2/3	3392													
419	419	836	836	2.0	0	0	Chord	2/4	2	1	1/2			1/2	1	3393													
419	419	836	836	2.0	0	0	Chord	2/4	3	1	1/2			1/2	1	3394													
419	419	836	836	2.0	0	0	Chord	2/4	4	1	1/2			1/2	1	3395													
420	420	838	838	0.6666666666666666	0	0	Chord	2/4	1	1	1/6			1/4	2/3	3396													
420	420	2516/3	2516/3	0.6666666666666666	1/6	1/6	Chord	2/4	1	1	1/6			1/4	2/3	3397													
420	420	2518/3	2518/3	0.6666666666666666	1/3	1/3	Chord	2/4	1	1	1/6			1/4	2/3	3398													
420	420	838	838	2.0	0	0	Chord	2/4	2	1	1/2			1/2	1	3399													
420	420	838	838	2.0	0	0	Chord	2/4	3	1	1/2			1/2	1	3400													
420	420	838	838	2.0	0	0	Chord	2/4	4	1	1/2			1/2	1	3401													
421	421	840	840	0.6666666666666666	0	0	Chord	2/4	1	1	1/6			1/4	2/3	3402													
421	421	2522/3	2522/3	0.6666666666666666	1/6	1/6	Chord	2/4	1	1	1/6			1/4	2/3	3403													
421	421	2524/3	2524/3	0.6666666666666666	1/3	1/3	Chord	2/4	1	1	1/6			1/4	2/3	3404													
421	421	840	840	2.0	0	0	Chord	2/4	2	1	1/2			1/2	1	3405													
421	421	840	840	2.0	0	0	Chord	2/4	3	1	1/2			1/2	1	3406													
421	421	840	840	2.0	0	0	Chord	2/4	4	1	1/2			1/2	1	3407													
422	422	842	842	0.0	0	0	Dynamic	2/4	1	1	0						sf												
422	422	842	842	2.0	0	0	Chord	2/4	1	1	1/2			1/2	1	3408													
422	422	842	842	0.0	0	0	Dynamic	2/4	2	1	0						sf												
422	422	842	842	2.0	0	0	Chord	2/4	2	1	1/2			1/2	1	3409													
422	422	842	842	0.0	0	0	Dynamic	2/4	3	1	0						sf												
422	422	842	842	2.0	0	0	Chord	2/4	3	1	1/2			1/2	1	3410													
422	422	842	842	0.0	0	0	Dynamic	2/4	4	1	0						sf												
422	422	842	842	2.0	0	0	Chord	2/4	4	1	1/2			1/2	1	3411													
423	423	844	844	0.3333333333333333	0	0	Chord	2/4	1	1	1/12			1/8	2/3	3412													
423	423	2533/3	2533/3	0.3333333333333333	1/12	1/12	Chord	2/4	1	1	1/12			1/8	2/3	3413													
423	423	2534/3	2534/3	0.3333333333333333	1/6	1/6	Chord	2/4	1	1	1/12			1/8	2/3	3414													
423	423	845	845	0.3333333333333333	1/4	1/4	Chord	2/4	1	1	1/12			1/8	2/3	3415													
423	423	2536/3	2536/3	0.3333333333333333	1/3	1/3	Chord	2/4	1	1	1/12			1/8	2/3	3416													
423	423	2537/3	2537/3	0.3333333333333333	5/12	5/12	Chord	2/4	1	1	1/12			1/8	2/3	3417													
423	423	844	844	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	3418													
423	423	844	844	1.0	0	0	Chord	2/4	3	1	1/4			1/4	1	3419													
423	423	844	844	1.0	0	0	Chord	2/4	4	1	1/4			1/4	1	3420													
424	424	846	846	0.3333333333333333	0	0	Chord	2/4	1	1	1/12			1/8	2/3	3421													
424	424	2539/3	2539/3	0.3333333333333333	1/12	1/12	Chord	2/4	1	1	1/12			1/8	2/3	3422													
424	424	2540/3	2540/3	0.3333333333333333	1/6	1/6	Chord	2/4	1	1	1/12			1/8	2/3	3423													
424	424	847	847	0.3333333333333333	1/4	1/4	Chord	2/4	1	1	1/12			1/8	2/3	3424													
424	424	2542/3	2542/3	0.3333333333333333	1/3	1/3	Chord	2/4	1	1	1/12			1/8	2/3	3425													
424	424	2543/3	2543/3	0.3333333333333333	5/12	5/12	Chord	2/4	1	1	1/12			1/8	2/3	3426													
425	425	848	848	0.3333333333333333	0	0	Chord	2/4	1	1	1/12			1/8	2/3	3427													
425	425	2545/3	2545/3	0.3333333333333333	1/12	1/12	Chord	2/4	1	1	1/12			1/8	2/3	3428													
425	425	2546/3	2546/3	0.3333333333333333	1/6	1/6	Chord	2/4	1	1	1/12			1/8	2/3	3429													
425	425	849	849	0.3333333333333333	1/4	1/4	Chord	2/4	1	1	1/12			1/8	2/3	3430													
425	425	2548/3	2548/3	0.3333333333333333	1/3	1/3	Chord	2/4	1	1	1/12			1/8	2/3	3431													
425	425	2549/3	2549/3	0.3333333333333333	5/12	5/12	Chord	2/4	1	1	1/12			1/8	2/3	3432													
426	426	850	850	0.3333333333333333	0	0	Chord	2/4	1	1	1/12			1/8	2/3	3433													
426	426	2551/3	2551/3	0.3333333333333333	1/12	1/12	Chord	2/4	1	1	1/12			1/8	2/3	3434													
426	426	2552/3	2552/3	0.3333333333333333	1/6	1/6	Chord	2/4	1	1	1/12			1/8	2/3	3435													
426	426	851	851	0.3333333333333333	1/4	1/4	Chord	2/4	1	1	1/12			1/8	2/3	3436													
426	426	2554/3	2554/3	0.3333333333333333	1/3	1/3	Chord	2/4	1	1	1/12			1/8	2/3	3437													
426	426	2555/3	2555/3	0.3333333333333333	5/12	5/12	Chord	2/4	1	1	1/12			1/8	2/3	3438													
426	426	1703/2	1703/2	0.0	3/8	3/8	Dynamic	2/4	2	1	0						ff												
426	426	1703/2	1703/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	3439													
427	427	852	852	0.3333333333333333	0	0	Chord	2/4	1	1	1/12			1/8	2/3	3440									800				
427	427	2557/3	2557/3	0.3333333333333333	1/12	1/12	Chord	2/4	1	1	1/12			1/8	2/3	3441									800				
427	427	2558/3	2558/3	0.3333333333333333	1/6	1/6	Chord	2/4	1	1	1/12			1/8	2/3	3442													
427	427	853	853	0.3333333333333333	1/4	1/4	Chord	2/4	1	1	1/12			1/8	2/3	3443		articStaccatoAbove											
427	427	2560/3	2560/3	0.3333333333333333	1/3	1/3	Chord	2/4	1	1	1/12			1/8	2/3	3444		articStaccatoAbove											
427	427	2561/3	2561/3	0.3333333333333333	5/12	5/12	Chord	2/4	1	1	1/12			1/8	2/3	3445		articStaccatoAbove											
427	427	852	852	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	3446									801				
427	427	1705/2	1705/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4			1/4	1	3447													
427	427	1707/2	1707/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	3448													
427	427	852	852	0.0	0	0	Dynamic	2/4	3	1	0						ff												
427	427	852	852	0.5	0	0	Chord	2/4	3	1	1/8			1/8	1	3449									802				
427	427	1705/2	1705/2	1.0	1/8	1/8	Chord	2/4	3	1	1/4			1/4	1	3450													
427	427	1707/2	1707/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8			1/8	1	3451													
427	427	852	852	0.0	0	0	Dynamic	2/4	4	1	0						ff												
427	427	852	852	1.0	0	0	Chord	2/4	4	1	1/4			1/4	1	3452													
427	427	1707/2	1707/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8			1/8	1	3453													
428	428	854	854	0.3333333333333333	0	0	Chord	2/4	1	1	1/12			1/8	2/3	3454		articStaccatoAbove											
428	428	2563/3	2563/3	0.3333333333333333	1/12	1/12	Chord	2/4	1	1	1/12			1/8	2/3	3455		articStaccatoAbove											
428	428	2564/3	2564/3	0.3333333333333333	1/6	1/6	Chord	2/4	1	1	1/12			1/8	2/3	3456		articStaccatoAbove											
428	428	855	855	0.3333333333333333	1/4	1/4	Chord	2/4	1	1	1/12			1/8	2/3	3457		articStaccatoAbove											
428	428	2566/3	2566/3	0.3333333333333333	1/3	1/3	Chord	2/4	1	1	1/12			1/8	2/3	3458		articStaccatoAbove											
428	428	2567/3	2567/3	0.3333333333333333	5/12	5/12	Chord	2/4	1	1	1/12			1/8	2/3	3459		articStaccatoAbove											
428	428	854	854	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	3460									803				
428	428	1709/2	1709/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4			1/4	1	3461													
428	428	1711/2	1711/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	3462													
428	428	854	854	0.5	0	0	Chord	2/4	3	1	1/8			1/8	1	3463									804				
428	428	1709/2	1709/2	1.0	1/8	1/8	Chord	2/4	3	1	1/4			1/4	1	3464													
