mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	diminuendo_line	crescendo_line	decrescendo_hairpin	TextLine	TextLine_accelerando poco a poco
201	201	2401/3	2401/3	0.3333333333333333	1/12	1/12	Chord	2/2	3	1	1/12		1/8	2/3	3032															
201	201	2402/3	2402/3	0.3333333333333333	1/6	1/6	Chord	2/2	3	1	1/12		1/8	2/3	3033															
201	201	801	801	1.0	1/4	1/4	Chord	2/2	3	1	1/4		1/4	1	3034															
201	201	802	802	0.3333333333333333	1/2	1/2	Chord	2/2	3	1	1/12		1/8	2/3	3035									439						
201	201	2407/3	2407/3	0.3333333333333333	7/12	7/12	Chord	2/2	3	1	1/12		1/8	2/3	3036															
201	201	2408/3	2408/3	0.3333333333333333	2/3	2/3	Chord	2/2	3	1	1/12		1/8	2/3	3037															
201	201	803	803	1.0	3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	3038															
201	201	800	800	2.0	0	0	Chord	2/2	4	1	1/2		1/2	1	3039									433						
201	201	802	802	2.0	1/2	1/2	Chord	2/2	4	1	1/2		1/2	1	3040															
202	202	804	804	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	3041															
202	202	805	805	0.0	1/4	1/4	Spanner	2/2	1	1	0															7				
202	202	805	805	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12		1/8	2/3	3042									440		7				
202	202	2416/3	2416/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12		1/8	2/3	3043											7				
202	202	2417/3	2417/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12		1/8	2/3	3044											7				
202	202	806	806	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	3045											7				
202	202	807	807	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12		1/8	2/3	3046									441		7				
202	202	2422/3	2422/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12		1/8	2/3	3047											7				
202	202	2423/3	2423/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12		1/8	2/3	3048											7				
202	202	804	804	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	3049															
202	202	805	805	0.0	1/4	1/4	Spanner	2/2	2	1	0															8				
202	202	805	805	0.3333333333333333	1/4	1/4	Chord	2/2	2	1	1/12		1/8	2/3	3050									442		8				
202	202	2416/3	2416/3	0.3333333333333333	1/3	1/3	Chord	2/2	2	1	1/12		1/8	2/3	3051											8				
202	202	2417/3	2417/3	0.3333333333333333	5/12	5/12	Chord	2/2	2	1	1/12		1/8	2/3	3052											8				
202	202	806	806	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	3053											8				
202	202	807	807	0.3333333333333333	3/4	3/4	Chord	2/2	2	1	1/12		1/8	2/3	3054									443		8				
202	202	2422/3	2422/3	0.3333333333333333	5/6	5/6	Chord	2/2	2	1	1/12		1/8	2/3	3055											8				
202	202	2423/3	2423/3	0.3333333333333333	11/12	11/12	Chord	2/2	2	1	1/12		1/8	2/3	3056											8				
202	202	804	804	0.3333333333333333	0	0	Chord	2/2	3	1	1/12		1/8	2/3	3057									444						
202	202	2413/3	2413/3	0.3333333333333333	1/12	1/12	Chord	2/2	3	1	1/12		1/8	2/3	3058															
202	202	2414/3	2414/3	0.3333333333333333	1/6	1/6	Chord	2/2	3	1	1/12		1/8	2/3	3059															
202	202	805	805	0.0	1/4	1/4	Spanner	2/2	3	1	0															9				
202	202	805	805	1.0	1/4	1/4	Chord	2/2	3	1	1/4		1/4	1	3060											9				
202	202	806	806	0.3333333333333333	1/2	1/2	Chord	2/2	3	1	1/12		1/8	2/3	3061									445		9				
202	202	2419/3	2419/3	0.3333333333333333	7/12	7/12	Chord	2/2	3	1	1/12		1/8	2/3	3062											9				
202	202	2420/3	2420/3	0.3333333333333333	2/3	2/3	Chord	2/2	3	1	1/12		1/8	2/3	3063											9				
202	202	807	807	1.0	3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	3064											9				
202	202	804	804	2.0	0	0	Chord	2/2	4	1	1/2		1/2	1	3065									446						
202	202	805	805	0.0	1/4	1/4	Spanner	2/2	4	1	0													446		10				
202	202	806	806	2.0	1/2	1/2	Chord	2/2	4	1	1/2		1/2	1	3066											10				
203	203	808	808	0.0	0	0	Spanner	2/2	1	1	0																			
203	203	808	808	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	3067															
203	203	809	809	0.0	1/4	1/4	Spanner	2/2	1	1	0														30					
203	203	809	809	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12		1/8	2/3	3068										30					
203	203	2428/3	2428/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12		1/8	2/3	3069										30					
203	203	2429/3	2429/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12		1/8	2/3	3070										30					
203	203	810	810	0.0	1/2	1/2	Dynamic	2/2	1	1	0					sf														
203	203	810	810	0.0	1/2	1/2	Spanner	2/2	1	1	0																			
203	203	810	810	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12		1/8	2/3	3071															
203	203	2431/3	2431/3	0.0	7/12	7/12	Spanner	2/2	1	1	0																	24		
203	203	2431/3	2431/3	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12		1/8	2/3	3072													24		
203	203	2432/3	2432/3	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12		1/8	2/3	3073													24		
203	203	811	811	0.0	3/4	3/4	Spanner	2/2	1	1	0																			
203	203	811	811	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12		1/8	2/3	3074															
203	203	2434/3	2434/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12		1/8	2/3	3075															
203	203	2435/3	2435/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12		1/8	2/3	3076															
203	203	808	808	0.0	0	0	Spanner	2/2	2	1	0																			
203	203	808	808	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	3077															
203	203	808	808	0.0	0	0	Spanner	2/2	3	1	0																			
203	203	808	808	0.3333333333333333	0	0	Chord	2/2	3	1	1/12		1/8	2/3	3078									447						
203	203	2425/3	2425/3	0.3333333333333333	1/12	1/12	Chord	2/2	3	1	1/12		1/8	2/3	3079															
203	203	2426/3	2426/3	0.3333333333333333	1/6	1/6	Chord	2/2	3	1	1/12		1/8	2/3	3080		articStaccatoBelow													
203	203	809	809	1.0	1/4	1/4	Chord	2/2	3	1	1/4		1/4	1	3081															
203	203	808	808	0.0	0	0	Dynamic	2/2	4	1	0					p														
203	203	808	808	0.0	0	0	Spanner	2/2	4	1	0																			
203	203	808	808	4.0	0	0	Chord	2/2	4	1	1		1	1	3082															
204	204	812	812	0.0	0	0	Dynamic	2/2	1	1	0					p														
204	204	812	812	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	3083															
204	204	813	813	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12		1/8	2/3	3084									448						
204	204	2440/3	2440/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12		1/8	2/3	3085															
204	204	2441/3	2441/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12		1/8	2/3	3086		articStaccatoBelow													
204	204	814	814	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	3087															
204	204	815	815	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12		1/8	2/3	3088									449						
204	204	2446/3	2446/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12		1/8	2/3	3089															
204	204	2447/3	2447/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12		1/8	2/3	3090		articStaccatoBelow													
204	204	813	813	0.0	1/4	1/4	Dynamic	2/2	2	1	0					p														
204	204	813	813	0.3333333333333333	1/4	1/4	Chord	2/2	2	1	1/12		1/8	2/3	3091									450						
204	204	2440/3	2440/3	0.3333333333333333	1/3	1/3	Chord	2/2	2	1	1/12		1/8	2/3	3092															
204	204	2441/3	2441/3	0.3333333333333333	5/12	5/12	Chord	2/2	2	1	1/12		1/8	2/3	3093		articStaccatoBelow													
204	204	814	814	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	3094															
204	204	815	815	0.3333333333333333	3/4	3/4	Chord	2/2	2	1	1/12		1/8	2/3	3095									451						
204	204	2446/3	2446/3	0.3333333333333333	5/6	5/6	Chord	2/2	2	1	1/12		1/8	2/3	3096															
204	204	2447/3	2447/3	0.3333333333333333	11/12	11/12	Chord	2/2	2	1	1/12		1/8	2/3	3097		articStaccatoBelow													
204	204	812	812	0.0	0	0	Dynamic	2/2	3	1	0					p														
204	204	812	812	0.3333333333333333	0	0	Chord	2/2	3	1	1/12		1/8	2/3	3098									452						
204	204	2437/3	2437/3	0.3333333333333333	1/12	1/12	Chord	2/2	3	1	1/12		1/8	2/3	3099															
204	204	2438/3	2438/3	0.3333333333333333	1/6	1/6	Chord	2/2	3	1	1/12		1/8	2/3	3100		articStaccatoBelow													
204	204	813	813	1.0	1/4	1/4	Chord	2/2	3	1	1/4		1/4	1	3101															
204	204	814	814	0.3333333333333333	1/2	1/2	Chord	2/2	3	1	1/12		1/8	2/3	3102									453						
204	204	2443/3	2443/3	0.3333333333333333	7/12	7/12	Chord	2/2	3	1	1/12		1/8	2/3	3103															
204	204	2444/3	2444/3	0.3333333333333333	2/3	2/3	Chord	2/2	3	1	1/12		1/8	2/3	3104		articStaccatoBelow													
204	204	815	815	1.0	3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	3105															
204	204	812	812	0.0	0	0	Spanner	2/2	4	1	0														31					
204	204	812	812	2.0	0	0	Chord	2/2	4	1	1/2		1/2	1	3106										31					
204	204	814	814	2.0	1/2	1/2	Chord	2/2	4	1	1/2		1/2	1	3107									454	31					
205	205	816	816	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	3108															
205	205	817	817	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12		1/8	2/3	3109															
205	205	2452/3	2452/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12		1/8	2/3	3110															
205	205	2453/3	2453/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12		1/8	2/3	3111															
205	205	818	818	0.0	1/2	1/2	Dynamic	2/2	1	1	0					sf														
205	205	818	818	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12		1/8	2/3	3112															
205	205	2455/3	2455/3	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12		1/8	2/3	3113															
205	205	2456/3	2456/3	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12		1/8	2/3	3114															
205	205	819	819	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12		1/8	2/3	3115															
205	205	2458/3	2458/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12		1/8	2/3	3116															
205	205	2459/3	2459/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12		1/8	2/3	3117															
205	205	816	816	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	3118															
205	205	817	817	0.3333333333333333	1/4	1/4	Chord	2/2	2	1	1/12		1/8	2/3	3119															
205	205	2452/3	2452/3	0.3333333333333333	1/3	1/3	Chord	2/2	2	1	1/12		1/8	2/3	3120															
205	205	2453/3	2453/3	0.3333333333333333	5/12	5/12	Chord	2/2	2	1	1/12		1/8	2/3	3121															
205	205	818	818	0.0	1/2	1/2	Dynamic	2/2	2	1	0					sf														
205	205	818	818	0.3333333333333333	1/2	1/2	Chord	2/2	2	1	1/12		1/8	2/3	3122															
205	205	2455/3	2455/3	0.3333333333333333	7/12	7/12	Chord	2/2	2	1	1/12		1/8	2/3	3123															
205	205	2456/3	2456/3	0.3333333333333333	2/3	2/3	Chord	2/2	2	1	1/12		1/8	2/3	3124															
205	205	819	819	0.3333333333333333	3/4	3/4	Chord	2/2	2	1	1/12		1/8	2/3	3125															
205	205	2458/3	2458/3	0.3333333333333333	5/6	5/6	Chord	2/2	2	1	1/12		1/8	2/3	3126															
205	205	2459/3	2459/3	0.3333333333333333	11/12	11/12	Chord	2/2	2	1	1/12		1/8	2/3	3127															
205	205	816	816	0.3333333333333333	0	0	Chord	2/2	3	1	1/12		1/8	2/3	3128									455						
205	205	2449/3	2449/3	0.3333333333333333	1/12	1/12	Chord	2/2	3	1	1/12		1/8	2/3	3129															
205	205	2450/3	2450/3	0.3333333333333333	1/6	1/6	Chord	2/2	3	1	1/12		1/8	2/3	3130		articStaccatoBelow													
205	205	817	817	1.0	1/4	1/4	Chord	2/2	3	1	1/4		1/4	1	3131															
205	205	816	816	0.0	0	0	Spanner	2/2	4	1	0													454						
205	205	816	816	0.0	0	0	Spanner	2/2	4	1	0													454				25		
205	205	816	816	2.0	0	0	Chord	2/2	4	1	1/2		1/2	1	3132									454				25		
205	205	818	818	2.0	1/2	1/2	Chord	2/2	4	1	1/2		1/2	1	3133													25		
206	206	820	820	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	3134															
206	206	821	821	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12		1/8	2/3	3135									456						
206	206	2464/3	2464/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12		1/8	2/3	3136															
206	206	2465/3	2465/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12		1/8	2/3	3137		articStaccatoBelow													
206	206	822	822	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	3138															
206	206	823	823	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12		1/8	2/3	3139									457						
206	206	2470/3	2470/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12		1/8	2/3	3140															
206	206	2471/3	2471/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12		1/8	2/3	3141		articStaccatoBelow													
206	206	820	820	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	3142															
206	206	821	821	0.3333333333333333	1/4	1/4	Chord	2/2	2	1	1/12		1/8	2/3	3143									458						
206	206	2464/3	2464/3	0.3333333333333333	1/3	1/3	Chord	2/2	2	1	1/12		1/8	2/3	3144															
206	206	2465/3	2465/3	0.3333333333333333	5/12	5/12	Chord	2/2	2	1	1/12		1/8	2/3	3145		articStaccatoBelow													
206	206	822	822	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	3146															
206	206	823	823	0.3333333333333333	3/4	3/4	Chord	2/2	2	1	1/12		1/8	2/3	3147									459						
206	206	2470/3	2470/3	0.3333333333333333	5/6	5/6	Chord	2/2	2	1	1/12		1/8	2/3	3148															
206	206	2471/3	2471/3	0.3333333333333333	11/12	11/12	Chord	2/2	2	1	1/12		1/8	2/3	3149		articStaccatoBelow													
206	206	820	820	0.3333333333333333	0	0	Chord	2/2	3	1	1/12		1/8	2/3	3150									460						
206	206	2461/3	2461/3	0.3333333333333333	1/12	1/12	Chord	2/2	3	1	1/12		1/8	2/3	3151															
206	206	2462/3	2462/3	0.3333333333333333	1/6	1/6	Chord	2/2	3	1	1/12		1/8	2/3	3152		articStaccatoBelow													
206	206	821	821	1.0	1/4	1/4	Chord	2/2	3	1	1/4		1/4	1	3153															
206	206	822	822	0.3333333333333333	1/2	1/2	Chord	2/2	3	1	1/12		1/8	2/3	3154									461						
206	206	2467/3	2467/3	0.3333333333333333	7/12	7/12	Chord	2/2	3	1	1/12		1/8	2/3	3155															
206	206	2468/3	2468/3	0.3333333333333333	2/3	2/3	Chord	2/2	3	1	1/12		1/8	2/3	3156		articStaccatoBelow													
206	206	823	823	1.0	3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	3157															
206	206	820	820	0.0	0	0	Spanner	2/2	4	1	0																			
206	206	820	820	2.0	0	0	Chord	2/2	4	1	1/2		1/2	1	3158															
206	206	822	822	0.0	1/2	1/2	Spanner	2/2	4	1	0																72			
206	206	822	822	2.0	1/2	1/2	Chord	2/2	4	1	1/2		1/2	1	3159									462			72			
207	207	824	824	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	3160															
207	207	824	824	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	3161															
207	207	825	825	0.0	1/4	1/4	Spanner	2/2	2	1	0																73			
207	207	825	825	0.3333333333333333	1/4	1/4	Chord	2/2	2	1	1/12		1/8	2/3	3162									463			73			
207	207	2476/3	2476/3	0.3333333333333333	1/3	1/3	Chord	2/2	2	1	1/12		1/8	2/3	3163												73			
207	207	2477/3	2477/3	0.3333333333333333	5/12	5/12	Chord	2/2	2	1	1/12		1/8	2/3	3164												73			
207	207	826	826	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	3165												73			
207	207	827	827	0.3333333333333333	3/4	3/4	Chord	2/2	2	1	1/12		1/8	2/3	3166									464			73			
207	207	2482/3	2482/3	0.3333333333333333	5/6	5/6	Chord	2/2	2	1	1/12		1/8	2/3	3167												73			
207	207	2483/3	2483/3	0.3333333333333333	11/12	11/12	Chord	2/2	2	1	1/12		1/8	2/3	3168												73			
207	207	824	824	0.3333333333333333	0	0	Chord	2/2	3	1	1/12		1/8	2/3	3169									465						
207	207	2473/3	2473/3	0.3333333333333333	1/12	1/12	Chord	2/2	3	1	1/12		1/8	2/3	3170															
207	207	2474/3	2474/3	0.3333333333333333	1/6	1/6	Chord	2/2	3	1	1/12		1/8	2/3	3171		articStaccatoBelow													
207	207	825	825	0.0	1/4	1/4	Spanner	2/2	3	1	0																74			
207	207	825	825	1.0	1/4	1/4	Chord	2/2	3	1	1/4		1/4	1	3172												74			
207	207	826	826	0.3333333333333333	1/2	1/2	Chord	2/2	3	1	1/12		1/8	2/3	3173									466			74			
207	207	2479/3	2479/3	0.3333333333333333	7/12	7/12	Chord	2/2	3	1	1/12		1/8	2/3	3174												74			
207	207	2480/3	2480/3	0.3333333333333333	2/3	2/3	Chord	2/2	3	1	1/12		1/8	2/3	3175												74			
207	207	827	827	1.0	3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	3176												74			
207	207	824	824	0.0	0	0	Spanner	2/2	4	1	0													462						
207	207	824	824	2.0	0	0	Chord	2/2	4	1	1/2		1/2	1	3177									462						
207	207	826	826	2.0	1/2	1/2	Chord	2/2	4	1	1/2		1/2	1	3178									462						
208	208	828	828	0.0	0	0	Spanner	2/2	2	1	0																			
208	208	828	828	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	3179															
208	208	829	829	0.3333333333333333	1/4	1/4	Chord	2/2	2	1	1/12		1/8	2/3	3180									467						
208	208	2488/3	2488/3	0.3333333333333333	1/3	1/3	Chord	2/2	2	1	1/12		1/8	2/3	3181															
208	208	2489/3	2489/3	0.3333333333333333	5/12	5/12	Chord	2/2	2	1	1/12		1/8	2/3	3182															
208	208	830	830	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	3183															
208	208	831	831	0.3333333333333333	3/4	3/4	Chord	2/2	2	1	1/12		1/8	2/3	3184									468						
208	208	2494/3	2494/3	0.3333333333333333	5/6	5/6	Chord	2/2	2	1	1/12		1/8	2/3	3185															
208	208	2495/3	2495/3	0.3333333333333333	11/12	11/12	Chord	2/2	2	1	1/12		1/8	2/3	3186															
208	208	828	828	0.0	0	0	Spanner	2/2	3	1	0																			
208	208	828	828	0.3333333333333333	0	0	Chord	2/2	3	1	1/12		1/8	2/3	3187									469						
208	208	2485/3	2485/3	0.3333333333333333	1/12	1/12	Chord	2/2	3	1	1/12		1/8	2/3	3188															
208	208	2486/3	2486/3	0.3333333333333333	1/6	1/6	Chord	2/2	3	1	1/12		1/8	2/3	3189															
208	208	829	829	1.0	1/4	1/4	Chord	2/2	3	1	1/4		1/4	1	3190															
208	208	830	830	0.3333333333333333	1/2	1/2	Chord	2/2	3	1	1/12		1/8	2/3	3191									470						
208	208	2491/3	2491/3	0.3333333333333333	7/12	7/12	Chord	2/2	3	1	1/12		1/8	2/3	3192															
208	208	2492/3	2492/3	0.3333333333333333	2/3	2/3	Chord	2/2	3	1	1/12		1/8	2/3	3193															
208	208	831	831	1.0	3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	3194															
208	208	828	828	2.0	0	0	Chord	2/2	4	1	1/2		1/2	1	3195									462						
208	208	830	830	2.0	1/2	1/2	Chord	2/2	4	1	1/2		1/2	1	3196									462						
209	209	834	834	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	3197									471						
209	209	832	832	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	3198															
209	209	833	833	0.3333333333333333	1/4	1/4	Chord	2/2	2	1	1/12		1/8	2/3	3199									472						
209	209	2500/3	2500/3	0.3333333333333333	1/3	1/3	Chord	2/2	2	1	1/12		1/8	2/3	3200															
209	209	2501/3	2501/3	0.3333333333333333	5/12	5/12	Chord	2/2	2	1	1/12		1/8	2/3	3201															
209	209	834	834	2.0	1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	3202															
209	209	832	832	0.3333333333333333	0	0	Chord	2/2	3	1	1/12		1/8	2/3	3203									473						
209	209	2497/3	2497/3	0.3333333333333333	1/12	1/12	Chord	2/2	3	1	1/12		1/8	2/3	3204															
209	209	2498/3	2498/3	0.3333333333333333	1/6	1/6	Chord	2/2	3	1	1/12		1/8	2/3	3205															
209	209	833	833	1.0	1/4	1/4	Chord	2/2	3	1	1/4		1/4	1	3206															
209	209	832	832	2.0	0	0	Chord	2/2	4	1	1/2		1/2	1	3207															
209	209	834	834	2.0	1/2	1/2	Chord	2/2	4	1	1/2		1/2	1	3208									474						
210	210	836	836	0.0	0	0	StaffText	2/2	1	1	0							cresc.						471						
210	210	836	836	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	3209									471						
210	210	838	838	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	3210															
210	210	836	836	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	3211															
210	210	837	837	0.3333333333333333	1/4	1/4	Chord	2/2	2	1	1/12		1/8	2/3	3212									475						
210	210	2512/3	2512/3	0.3333333333333333	1/3	1/3	Chord	2/2	2	1	1/12		1/8	2/3	3213															
210	210	2513/3	2513/3	0.3333333333333333	5/12	5/12	Chord	2/2	2	1	1/12		1/8	2/3	3214															
210	210	838	838	2.0	1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	3215															
210	210	836	836	0.3333333333333333	0	0	Chord	2/2	3	1	1/12		1/8	2/3	3216									476						
210	210	2509/3	2509/3	0.3333333333333333	1/12	1/12	Chord	2/2	3	1	1/12		1/8	2/3	3217															
210	210	2510/3	2510/3	0.3333333333333333	1/6	1/6	Chord	2/2	3	1	1/12		1/8	2/3	3218															
210	210	837	837	3.0	1/4	1/4	Chord	2/2	3	1	3/4		1/2	3/2	3219															
210	210	836	836	2.0	0	0	Chord	2/2	4	1	1/2		1/2	1	3220															
210	210	838	838	2.0	1/2	1/2	Chord	2/2	4	1	1/2		1/2	1	3221															
211	211	840	840	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	3222															
211	211	841	841	0.0	1/4	1/4	Spanner	2/2	1	1	0														32					
211	211	841	841	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	3223										32					
211	211	842	842	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	3224										32					
211	211	843	843	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	3225										32					
211	211	840	840	4.0	0	0	Chord	2/2	2	1	1		1	1	3226															
211	211	840	840	4.0	0	0	Chord	2/2	3	1	1		1	1	3227															
211	211	840	840	4.0	0	0	Chord	2/2	4	1	1		1	1	3228															
212	212	844	844	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	3229										32					
212	212	845	845	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	3230										32					
212	212	846	846	0.0	1/2	1/2	Spanner	2/2	1	1	0																			
212	212	846	846	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	3231															
212	212	844	844	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	3232															
212	212	844	844	1.0	0	0	Chord	2/2	3	1	1/4		1/4	1	3233															
212	212	844	844	1.0	0	0	Chord	2/2	4	1	1/4		1/4	1	3234															
213	213	848	848	0.0	0	0	Dynamic	2/2	1	1	0					p														
213	213	848	848	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	3235															
213	213	849	849	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	3236									477						
213	213	850	850	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	3237									477						
213	213	851	851	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	3238									477						
213	213	851	851	0.0	3/4	3/4	Dynamic	2/2	2	1	0					p														
213	213	851	851	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	3239									478						
213	213	848	848	0.0	0	0	Dynamic	2/2	4	1	0					p														
213	213	848	848	0.5	0	0	Chord	2/2	4	1	1/8		1/8	1	3240															
213	213	1697/2	1697/2	1.0	1/8	1/8	Chord	2/2	4	1	1/4		1/4	1	3241															
213	213	1699/2	1699/2	1.0	3/8	3/8	Chord	2/2	4	1	1/4		1/4	1	3242															
213	213	1701/2	1701/2	1.0	5/8	5/8	Chord	2/2	4	1	1/4		1/4	1	3243															
213	213	1703/2	1703/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	3244															
214	214	852	852	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	3245															
214	214	853	853	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	3246									479						
214	214	854	854	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	3247									479						
214	214	855	855	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	3248									479						
214	214	852	852	2.0	0	0	Chord	2/2	2	1	1/2		1/2	1	3249															
214	214	855	855	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	3250															
214	214	853	853	0.0	1/4	1/4	Dynamic	2/2	3	1	0					p														
214	214	853	853	1.0	1/4	1/4	Chord	2/2	3	1	1/4		1/4	1	3251									480						
214	214	854	854	1.0	1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	3252									480						
214	214	855	855	1.0	3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	3253									480						
214	214	852	852	0.5	0	0	Chord	2/2	4	1	1/8		1/8	1	3254															
214	214	1705/2	1705/2	1.0	1/8	1/8	Chord	2/2	4	1	1/4		1/4	1	3255															
214	214	1707/2	1707/2	1.0	3/8	3/8	Chord	2/2	4	1	1/4		1/4	1	3256															
